4e3dae9e-6dc6-4fe0-875d-dc29af45ab5b,2017-09-01 03:25:06,116.561574,39.825921,1562,826
4e3dae9e-6dc6-4fe0-875d-dc29af45ab5b,2017-09-01 03:25:06,116.561575,39.82592,1562,826
4e3dae9e-6dc6-4fe0-875d-dc29af45ab5b,2017-09-01 06:00:00,116.561575,39.82592,1562,826
4e3dae9e-6dc6-4fe0-875d-dc29af45ab5b,2017-09-01 06:26:39,116.561575,39.82592,1562,826
4e3dae9e-6dc6-4fe0-875d-dc29af45ab5b,2017-09-01 06:26:44,116.561575,39.82592,1562,826
4e3dae9e-6dc6-4fe0-875d-dc29af45ab5b,2017-09-01 06:26:49,116.561575,39.82592,1562,826
4e3dae9e-6dc6-4fe0-875d-dc29af45ab5b,2017-09-01 06:26:50,116.561575,39.82592,1562,826
4e3dae9e-6dc6-4fe0-875d-dc29af45ab5b,2017-09-01 06:27:52,116.56106,39.825971,1562,826
4e3dae9e-6dc6-4fe0-875d-dc29af45ab5b,2017-09-01 06:28:52,116.56106,39.825971,1562,826
4e3dae9e-6dc6-4fe0-875d-dc29af45ab5b,2017-09-01 06:29:19,116.56106,39.825971,1562,826
4e3dae9e-6dc6-4fe0-875d-dc29af45ab5b,2017-09-01 06:29:52,116.560815,39.826035,1561,827
4e3dae9e-6dc6-4fe0-875d-dc29af45ab5b,2017-09-01 06:29:52,116.560815,39.826035,1561,827
4e3dae9e-6dc6-4fe0-875d-dc29af45ab5b,2017-09-01 06:30:55,116.556986,39.825665,1557,826
4e3dae9e-6dc6-4fe0-875d-dc29af45ab5b,2017-09-01 06:31:44,116.551561,39.82557,1552,826
4e3dae9e-6dc6-4fe0-875d-dc29af45ab5b,2017-09-01 06:31:55,116.551405,39.82513,1552,826
4e3dae9e-6dc6-4fe0-875d-dc29af45ab5b,2017-09-01 06:32:58,116.551096,39.81919,1552,820
4e3dae9e-6dc6-4fe0-875d-dc29af45ab5b,2017-09-01 06:32:59,116.551085,39.819086,1552,820
